Word,Stopwords,FREQcount,Dom_PoS_SUBTLEX,Percentage_dom_PoS,All_PoS_SUBTLEX,All_freqs_SUBTLEX,,,,,,Adjective
bhaji,0,1,Noun,1,Noun,1,,,,,,Adjective
bhandari,0,2,Noun,0.5,Noun.Name,1.1,,,,,,Adjective
bhisti,0,7,Noun,1,Noun,7,,,,,,Adjective
bhutan,0,3,Name,1,Name,3,,,,,,Adjective
bi,0,45,Noun,0.84,Noun.Name.Adjective,37.4.3,,,,,,Adjective
bialy,0,4,Adverb,0.67,Adverb.Name,2.1,,,,,,Adjective
bialys,0,1,Noun,1,Noun,1,,,,,,Adjective
bianco,0,45,Name,0.93,Name.Noun,41.3,,,,,,Adjective
biannual,0,7,Adjective,0.57,Adjective.Name,4.3,,,,,,Adjective
biannually,0,3,Adverb,1,Adverb,3,,,,,,Adjective
bias,0,82,Noun,0.91,Noun.Verb,75.7,,,,,,Adjective
biased,0,47,Adjective,0.72,Adjective.Verb,34.13,,,,,,Adjective
biases,0,1,Noun,1,Noun,1,,,,,,Adjective
biathlon,0,7,Noun,1,Noun,7,,,,,,Adjective
bib,0,25,Noun,0.96,Noun.Name,24.1,,,,,,Adjective
bibb,0,2,Name,1,Name,2,,,,,,Adjective
bibble,0,1,Noun,1,Noun,1,,,,,,Adjective
bibbs,0,6,Name,0.83,Name.Noun,5.1,,,,,,Adjective
bibby,0,3,Name,1,Name,3,,,,,,Adjective
bibelots,0,2,Noun,1,Noun,2,,,,,,Adjective
bibi,0,29,Name,0.62,Name.Noun.Adjective,18.9.2,,,,,,Adjective
bible,0,935,Noun,1,Noun,935,,,,,,Adjective
bibles,0,60,Noun,1,Noun,60,,,,,,Adjective
biblical,0,114,Adjective,1,Adjective,114,,,,,,Adjective
biblically,0,1,Name,1,Name,1,,,,,,Adjective
bibliography,0,3,Noun,1,Noun,3,,,,,,Adjective
bibliomania,0,1,Noun,1,Noun,1,,,,,,Adjective
bibliophiles,0,1,Noun,1,Noun,1,,,,,,Adjective
bibliotheque,0,1,Noun,1,Noun,1,,,,,,Adjective
bibs,0,13,Noun,0.85,Noun.Verb,11.2,,,,,,Adjective
bicarb,0,27,Noun,0.78,Noun.Verb,21.6,,,,,,Adjective
bicarbonate,0,37,Noun,1,Noun,37,,,,,,Adjective
bice,0,1,Name,1,Name,1,,,,,,Adjective
bicentennial,0,22,Adjective,0.82,Adjective.Name,18.4,,,,,,Adjective
bicentennials,0,1,Noun,1,Noun,1,,,,,,Adjective
bicep,0,16,Noun,0.8,Noun.Verb,12.3,,,,,,Adjective
biceps,0,48,Noun,1,Noun,48,,,,,,Adjective
bick,0,11,Name,0.73,Name.Noun.Verb,8.2.1,,,,,,Adjective
bicker,0,25,Verb,1,Verb,25,,,,,,Adjective
bickered,0,1,Verb,1,Verb,1,,,,,,Adjective
bickering,0,70,Verb,0.49,Verb.Noun.Adjective.Name,34.26.5.4,,,,,,Adjective
biconvex,0,1,Noun,1,Noun,1,,,,,,Adjective
bicultural,0,1,Adjective,1,Adjective,1,,,,,,Adjective
bicuspid,0,5,Adjective,0.8,Adjective.Name,4.1,,,,,,Adjective
bicuspids,0,4,Noun,1,Noun,4,,,,,,Adjective
bicycle,0,337,Noun,0.99,Noun.Verb,334.2,,,,,,Adjective
bicycles,0,19,Noun,1,Noun,19,,,,,,Adjective
bicycling,0,3,Verb,0.67,Verb.Noun,2.1,,,,,,Adjective
bid,0,642,Verb,0.64,Verb.Noun,407.233,,,,,,Adjective
bidden,0,5,Verb,1,Verb,5,,,,,,Adjective
bidder,0,88,Noun,1,Noun,88,,,,,,Adjective
bidders,0,6,Noun,1,Noun,6,,,,,,Adjective
biddies,0,7,Noun,1,Noun,7,,,,,,Adjective
bidding,0,234,Noun,0.74,Noun.Verb,173.6,,,,,,Adjective
biddy,0,12,Noun,0.75,Noun.Name,9.3,,,,,,Adjective
bide,0,28,Verb,1,Verb,27,,,,,,Adjective
bides,0,4,Verb,1,Verb,4,,,,,,Adjective
bidet,0,18,Noun,1,Noun,18,,,,,,Adjective
bidets,0,2,Noun,1,Noun,2,,,,,,Adjective
biding,0,11,Verb,1,Verb,11,,,,,,Adjective
bids,0,81,Noun,0.58,Noun.Verb,46.34,,,,,,Adjective
bien,0,121,Noun,0.57,Noun.Name.Adjective,68.38.13,,,,,,Adjective
biennale,0,2,Name,1,Name,2,,,,,,Adjective
biennial,0,1,Noun,1,Noun,1,,,,,,Adjective
bienvenu,0,1,Name,1,Name,1,,,,,,Adjective
bienvenue,0,17,Verb,0.82,Verb.Noun.Name,14.2.1,,,,,,Adjective
bier,0,2,Noun,1,Noun,2,,,,,,Adjective
biff,0,150,Name,0.43,Name.Verb.Noun,55.52.20,,,,,,Adjective
biffy,0,4,Name,0.67,Name.Noun,2.1,,,,,,Adjective
bifocal,0,1,Adjective,1,Adjective,1,,,,,,Adjective
bifocals,0,9,Noun,0.78,Noun.Name,7.2,,,,,,Adjective
bifrontal,0,1,Adjective,1,Adjective,1,,,,,,Adjective
bifurcate,0,2,Verb,1,Verb,2,,,,,,Adjective
bifurcated,0,2,Verb,0.5,Verb.Adjective,1.1,,,,,,Adjective
bifurcation,0,1,Noun,1,Noun,1,,,,,,Adjective
big,0,34824,Adjective,1,Adjective.Adverb.Noun,34684.121.3,,,,,,Adjective
bigamist,0,15,Noun,1,Noun,15,,,,,,Adjective
bigamous,0,1,Adjective,1,Adjective,1,,,,,,Adjective
bigamy,0,26,Noun,1,Noun,26,,,,,,Adjective
bigeminy,0,1,Noun,1,Noun,1,,,,,,Adjective
bigfoot,0,49,Noun,0.53,Noun.Name,26.23,,,,,,Adjective
bigger,0,2765,Adjective,1,Adjective.Noun,2758.1,,,,,,Adjective
biggest,0,2085,Adjective,1,Adjective,2085,,,,,,Adjective
biggety,0,2,Adjective,1,Adjective,2,,,,,,Adjective
biggie,0,105,Noun,0.87,Noun.Name,91.14,,,,,,Adjective
biggies,0,12,Noun,1,Noun,12,,,,,,Adjective
biggins,0,2,Name,1,Name,2,,,,,,Adjective
biggish,0,1,Adjective,1,Adjective,1,,,,,,Adjective
biggity,0,1,Noun,1,Noun,1,,,,,,Adjective
biggy,0,6,Name,0.5,Name.Adjective,3.3,,,,,,Adjective
bighead,0,1,Name,1,Name,1,,,,,,Adjective
bigheaded,0,3,Adjective,1,Adjective,3,,,,,,Adjective
bighearted,0,5,Adjective,0.83,Adjective.Verb,5.1,,,,,,Adjective
bighorn,0,24,Noun,0.83,Noun.Name.Verb,20.3.1,,,,,,Adjective
bighorns,0,1,Noun,1,Noun,1,,,,,,Adjective
bight,0,7,Noun,0.71,Noun.Name,5.2,,,,,,Adjective
bigmouth,0,27,Noun,0.89,Noun.Name,24.3,,,,,,Adjective
bigmouths,0,3,Noun,1,Noun,3,,,,,,Adjective
bigness,0,6,Noun,1,Noun,6,,,,,,Adjective
bigot,0,31,Noun,0.97,Noun.Verb,30.1,,,,,,Adjective
bigoted,0,10,Adjective,1,Adjective,10,,,,,,Adjective
bigotries,0,2,Noun,1,Noun,2,,,,,,Adjective
bigotry,0,34,Noun,0.97,Noun.Name,33.1,,,,,,Adjective
bigots,0,10,Noun,0.9,Noun.Verb,9.1,,,,,,Adjective
biguanide,0,1,Noun,1,Noun,1,,,,,,Adjective
bigwig,0,10,Noun,1,Noun,10,,,,,,Adjective
bigwigs,0,9,Noun,0.89,Noun.Verb,8.1,,,,,,Adjective
bijou,0,93,Noun,0.96,Noun.Name,89.4,,,,,,Adjective
bijous,0,1,Noun,1,Noun,1,,,,,,Adjective
bijoux,0,2,Verb,0.5,Verb.Noun,1.1,,,,,,Adjective
bike,0,1320,Noun,0.99,Noun.Verb.Name,1307.6.1,,,,,,Adjective
biked,0,3,Verb,1,Verb,3,,,,,,Adjective
biker,0,79,Noun,1,Noun,77,,,,,,Adjective
bikers,0,61,Noun,1,Noun,63,,,,,,Adjective
bikes,0,145,Noun,1,Noun,145,,,,,,Adjective
biking,0,28,Verb,0.82,Verb.Noun.Adjective,23.3.2,,,,,,Adjective
bikini,0,188,Noun,1,Noun,187,,,,,,Adjective
bikinis,0,53,Noun,1,Noun,53,,,,,,Adjective
bilateral,0,30,Adjective,1,Adjective,30,,,,,,Adjective
bilaterally,0,20,Adverb,1,Adverb,20,,,,,,Adjective
bilberry,0,1,Noun,1,Noun,1,,,,,,Adjective
bilbies,0,4,Noun,1,Noun,4,,,,,,Adjective
bilbo,0,61,Name,0.7,Name.Noun,43.18,,,,,,Adjective
bilder,0,2,Verb,1,Verb,2,,,,,,Adjective
bile,0,40,Noun,0.93,Noun.Name,37.3,,,,,,Adjective
bilge,0,56,Noun,0.64,Noun.Verb.Name,34.18.1,,,,,,Adjective
bilged,0,2,Verb,1,Verb,2,,,,,,Adjective
bilges,0,8,Noun,0.86,Noun.Verb,6.1,,,,,,Adjective
bilgewater,0,4,Name,0.5,Name.Noun.Adjective,2.1.1,,,,,,Adjective
biliary,0,3,Adjective,1,Adjective,3,,,,,,Adjective
bilingual,0,19,Adjective,0.95,Adjective.Noun,18.1,,,,,,Adjective
bilious,0,14,Adjective,1,Adjective,14,,,,,,Adjective
bilirubin,0,5,Noun,1,Noun,5,,,,,,Adjective
bilk,0,5,Verb,1,Verb,5,,,,,,Adjective
bilked,0,7,Verb,0.86,Verb.Adjective,6.1,,,,,,Adjective
bilker,0,1,Name,1,Name,1,,,,,,Adjective
bilking,0,4,Verb,1,Verb,4,,,,,,Adjective
bilks,0,1,Verb,1,Verb,1,,,,,,Adjective
bill,0,6041,Name,0.62,Name.Noun.Verb,3714.2273.39,,,,,,Adjective
billable,0,3,Adjective,1,Adjective,3,,,,,,Adjective
billabong,0,1,Noun,1,Noun,1,,,,,,Adjective
billard,0,1,Name,1,Name,1,,,,,,Adjective
billboard,0,69,Noun,0.97,Noun.Name,66.2,,,,,,Adjective
billboards,0,40,Noun,1,Noun,38,,,,,,Adjective
billed,0,36,Verb,1,Verb,36,,,,,,Adjective
billet,0,17,Noun,0.88,Noun.Verb,15.2,,,,,,Adjective
billeted,0,5,Verb,1,Verb,5,,,,,,Adjective
billeting,0,7,Noun,1,Noun,7,,,,,,Adjective
billets,0,2,Verb,0.5,Verb.Noun,1.1,,,,,,Adjective
billfold,0,12,Adjective,0.83,Adjective.Adverb,10.2,,,,,,Adjective
billfolds,0,1,Noun,1,Noun,1,,,,,,Adjective
billhooks,0,1,Noun,1,Noun,1,,,,,,Adjective
billiard,0,42,Noun,1,Noun,42,,,,,,Adjective
billiards,0,33,Noun,0.85,Noun.Name,28.5,,,,,,Adjective
billie,0,379,Name,0.75,Name.Noun,281.96,,,,,,Adjective
billies,0,1,Noun,1,Noun,1,,,,,,Adjective
billing,0,101,Noun,0.81,Noun.Verb.Name,82.15.4,,,,,,Adjective
billings,0,113,Name,0.76,Name.Noun,83.26,,,,,,Adjective
billingsgate,0,1,Name,1,Name,1,,,,,,Adjective
billion,0,568,Noun,1,Noun,568,,,,,,Adjective
billionaire,0,98,Noun,0.98,Noun.Name,96.2,,,,,,Adjective
billionaires,0,9,Noun,1,Noun,9,,,,,,Adjective
billions,0,203,Noun,1,Noun,203,,,,,,Adjective
billionth,0,4,Noun,1,Noun,4,,,,,,Adjective
billon,0,1,Noun,1,Noun,1,,,,,,Adjective
billow,0,5,Noun,0.6,Noun.Verb,3.2,,,,,,Adjective
billowed,0,1,Verb,1,Verb,1,,,,,,Adjective
billowing,0,5,Verb,0.8,Verb.Adjective,4.1,,,,,,Adjective
billows,0,5,Noun,0.6,Noun.Verb,3.2,,,,,,Adjective
billowy,0,3,Adjective,1,Adjective,3,,,,,,Adjective
bills,0,1096,Noun,1,Noun.Verb.Name,1090.3.2,,,,,,Adjective
billy,0,3525,Name,0.99,Name.Noun,3490.38,,,,,,Adjective
billyboy,0,1,Noun,1,Noun,1,,,,,,Adjective
bilocation,0,5,Noun,1,Noun,5,,,,,,Adjective
bim,0,15,Name,0.6,Name.Verb.Noun,9.3.3,,,,,,Adjective
bima,0,2,Noun,1,Noun,1,,,,,,Adjective
bimanual,0,1,Adjective,1,Adjective,1,,,,,,Adjective
bimbo,0,107,Noun,0.86,Noun.Name,92.15,,,,,,Adjective
bimbos,0,34,Noun,1,Noun,33,,,,,,Adjective
bimodal,0,1,Adjective,1,Adjective,1,,,,,,Adjective
bimonthly,0,9,Adverb,1,Adverb,9,,,,,,Adjective
bin,0,274,Noun,0.85,Noun.Verb.Name,231.40.2,,,,,,Adjective
binaries,0,2,Noun,1,Noun,2,,,,,,Adjective
binary,0,38,Adjective,0.87,Adjective.Noun,33.5,,,,,,Adjective
bind,0,171,Verb,0.7,Verb.Noun,120.51,,,,,,Adjective
binder,0,39,Noun,0.95,Noun.Name,37.2,,,,,,Adjective
binders,0,9,Noun,1,Noun,9,,,,,,Adjective
bindery,0,1,Adjective,1,Adjective,1,,,,,,Adjective
binding,0,111,Adjective,0.52,Adjective.Verb.Noun,58.52.1,,,,,,Adjective
bindings,0,10,Noun,1,Noun,10,,,,,,Adjective
bindle,0,11,Noun,0.45,Noun.Verb.Name,5.3.3,,,,,,Adjective
binds,0,38,Verb,0.97,Verb.Noun,37.1,,,,,,Adjective
bing,0,233,Name,0.62,Name.Verb.Noun.Adjective,144.73.11.5,,,,,,Adjective
binge,0,47,Noun,0.7,Noun.Verb,33.14,,,,,,Adjective
binged,0,2,Verb,1,Verb,2,,,,,,Adjective
bingeing,0,2,Verb,1,Verb,2,,,,,,Adjective
binges,0,4,Noun,0.75,Noun.Verb,3.1,,,,,,Adjective
binging,0,4,Verb,0.5,Verb.Noun,2.2,,,,,,Adjective
bingo,0,640,Noun,1,Noun,636,,,,,,Adjective
bingos,0,2,Noun,1,Noun,2,,,,,,Adjective
bingy,0,11,Name,0.73,Name.Adjective,8.3,,,,,,Adjective
binh,0,12,Name,0.92,Name.Noun,11.1,,,,,,Adjective
bink,0,42,Name,0.55,Name.Noun.Verb,23.10.9,,,,,,Adjective
binnacle,0,1,Noun,1,Noun,1,,,,,,Adjective
binny,0,1,Name,1,Name,1,,,,,,Adjective
binocs,0,2,Noun,1,Noun,2,,,,,,Adjective
binocular,0,1,Adjective,1,Adjective,1,,,,,,Adjective
binoculars,0,80,Noun,1,Noun,80,,,,,,Adjective
binomial,0,2,Adjective,1,Adjective,2,,,,,,Adjective
bins,0,39,Noun,1,Noun,39,,,,,,Adjective
bint,0,2,Noun,1,Noun,2,,,,,,Adjective
binucleated,0,1,Verb,1,Verb,1,,,,,,Adjective
bio,0,88,Noun,0.89,Noun.Name,78.1,,,,,,Adjective
bioassay,0,2,Verb,1,Verb,1,,,,,,Adjective
biochemical,0,38,Adjective,1,Adjective,38,,,,,,Adjective
biochemist,0,21,Noun,1,Noun,20,,,,,,Adjective
biochemistry,0,29,Noun,0.93,Noun.Name,26.2,,,,,,Adjective
biochemists,0,4,Noun,1,Noun,4,,,,,,Adjective
biodegradable,0,10,Adjective,1,Adjective,10,,,,,,Adjective
biodegrades,0,1,Noun,1,Noun,1,,,,,,Adjective
biodiversity,0,2,Noun,1,Noun,2,,,,,,Adjective
bioelectric,0,1,Adjective,1,Adjective,1,,,,,,Adjective
bioelectrical,0,1,Adjective,1,Adjective,1,,,,,,Adjective
bioelectricity,0,1,Noun,1,Noun,1,,,,,,Adjective
bioengineering,0,3,Verb,1,Verb,3,,,,,,Adjective
biofeedback,0,5,Noun,1,Noun,5,,,,,,Adjective
biogenetic,0,4,Adjective,1,Adjective,4,,,,,,Adjective
biogenetics,0,4,Noun,1,Noun,4,,,,,,Adjective
biogenic,0,2,Adjective,1,Adjective,2,,,,,,Adjective
biograph,0,1,Noun,1,Noun,1,,,,,,Adjective
biographer,0,22,Noun,1,Noun,22,,,,,,Adjective
biographers,0,3,Noun,1,Noun,3,,,,,,Adjective
biographical,0,12,Adjective,1,Adjective,12,,,,,,Adjective
biographically,0,1,Adverb,1,Adverb,1,,,,,,Adjective
biographies,0,13,Noun,1,Noun,13,,,,,,Adjective
biography,0,75,Noun,1,Noun,75,,,,,,Adjective
biohazard,0,10,Noun,0.9,Noun.Name,9.1,,,,,,Adjective
biologic,0,7,Adjective,1,Adjective,7,,,,,,Adjective
biological,0,300,Adjective,1,Adjective,299,,,,,,Adjective
biologically,0,34,Adverb,1,Adverb,34,,,,,,Adjective
biologics,0,1,Noun,1,Noun,1,,,,,,Adjective
biologist,0,64,Noun,0.97,Noun.Name,61.2,,,,,,Adjective
biologists,0,8,Noun,1,Noun,8,,,,,,Adjective
biology,0,250,Noun,1,Noun,250,,,,,,Adjective
bioluminescence,0,3,Noun,1,Noun,3,,,,,,Adjective
bioluminescent,0,3,Adjective,1,Adjective,3,,,,,,Adjective
biomass,0,1,Noun,1,Noun,1,,,,,,Adjective
biomechanical,0,5,Adjective,1,Adjective,5,,,,,,Adjective
biomedical,0,4,Adjective,0.75,Adjective.Name,3.1,,,,,,Adjective
biometric,0,16,Adjective,1,Adjective,16,,,,,,Adjective
biometrically,0,1,Adverb,1,Adverb,1,,,,,,Adjective
biometrics,0,3,Noun,1,Noun,3,,,,,,Adjective
biomorphic,0,1,Adjective,1,Adjective,1,,,,,,Adjective
bion,0,1,Name,1,Name,1,,,,,,Adjective
bionic,0,30,Adjective,1,Adjective,30,,,,,,Adjective
biophysical,0,2,Adjective,1,Adjective,2,,,,,,Adjective
biophysicist,0,1,Noun,1,Noun,1,,,,,,Adjective
biophysics,0,2,Noun,1,Noun,2,,,,,,Adjective
biopic,0,2,Adjective,1,Adjective,2,,,,,,Adjective
bioplasmic,0,2,Adjective,1,Adjective,2,,,,,,Adjective
biopsied,0,4,Verb,1,Verb,4,,,,,,Adjective
biopsy,0,79,Noun,1,Noun,79,,,,,,Adjective
biorhythm,0,2,Noun,1,Noun,2,,,,,,Adjective
biorhythms,0,1,Noun,1,Noun,1,,,,,,Adjective
bios,0,5,Noun,1,Noun,5,,,,,,Adjective
bioscience,0,2,Name,1,Name,2,,,,,,Adjective
biosphere,0,5,Noun,1,Noun,4,,,,,,Adjective
biosynthesis,0,9,Noun,1,Noun,9,,,,,,Adjective
biotech,0,16,Noun,0.69,Noun.Verb.Name,11.3.2,,,,,,Adjective
biotechnics,0,1,Noun,1,Noun,1,,,,,,Adjective
biotechnology,0,8,Noun,1,Noun,8,,,,,,Adjective
biotics,0,3,Noun,1,Noun,3,,,,,,Adjective
biotoxin,0,6,Noun,1,Noun,6,,,,,,Adjective
bipartisan,0,4,Adjective,1,Adjective,4,,,,,,Adjective
biped,0,10,Adjective,0.5,Adjective.Verb.Name,5.4.1,,,,,,Adjective
bipedal,0,9,Adjective,0.78,Adjective.Name,7.2,,,,,,Adjective
bipeds,0,4,Noun,1,Noun,4,,,,,,Adjective
biplane,0,2,Noun,1,Noun,2,,,,,,Adjective
biplanes,0,2,Noun,1,Noun,2,,,,,,Adjective
bipolar,0,42,Adjective,0.98,Adjective.Name,41.1,,,,,,Adjective
biracial,0,9,Adjective,0.89,Adjective.Noun,8.1,,,,,,Adjective
birch,0,79,Name,0.73,Name.Noun,56.21,,,,,,Adjective
birches,0,4,Noun,0.5,Noun.Name,2.2,,,,,,Adjective
birchwood,0,1,Name,1,Name,1,,,,,,Adjective
bird,0,2318,Noun,0.95,Noun.Name,2195.114,,,,,,Adjective
birdbath,0,10,Noun,1,Noun,10,,,,,,Adjective
birdbaths,0,1,Noun,1,Noun,1,,,,,,Adjective
birdbrain,0,12,Noun,0.67,Noun.Verb,8.4,,,,,,Adjective
birdbrained,0,1,Name,1,Name,1,,,,,,Adjective
birdbrains,0,2,Noun,1,Noun,2,,,,,,Adjective
birdcage,0,24,Noun,0.83,Noun.Name.Verb,20.3.1,,,,,,Adjective
birdcalls,0,7,Noun,1,Noun,7,,,,,,Adjective
birdhouse,0,13,Noun,1,Noun,13,,,,,,Adjective
birdie,0,253,Noun,0.56,Noun.Name,142.11,,,,,,Adjective
birdied,0,2,Verb,1,Verb,2,,,,,,Adjective
birdies,0,27,Noun,1,Noun,27,,,,,,Adjective
birding,0,2,Verb,1,Verb,2,,,,,,Adjective
birdland,0,8,Noun,0.63,Noun.Name,5.3,,,,,,Adjective
birdman,0,44,Noun,0.82,Noun.Name,36.8,,,,,,Adjective
birdmen,0,7,Noun,1,Noun,7,,,,,,Adjective
birds,0,1320,Noun,0.95,Noun.Name,1261.61,,,,,,Adjective
birdseed,0,18,Noun,0.83,Noun.Verb,15.3,,,,,,Adjective
birdseye,0,1,Name,1,Name,1,,,,,,Adjective
birdshot,0,6,Noun,1,Noun,6,,,,,,Adjective
birdsong,0,12,Noun,1,Noun,12,,,,,,Adjective
birdy,0,54,Name,0.52,Name.Noun.Adjective,28.24.2,,,,,,Adjective
birefringence,0,1,Noun,1,Noun,1,,,,,,Adjective
birk,0,1,Name,1,Name,1,,,,,,Adjective
birkie,0,1,Name,1,Name,1,,,,,,Adjective
birks,0,4,Noun,0.75,Noun.Name,3.1,,,,,,Adjective
birmingham,0,102,Name,1,Name,102,,,,,,Adjective
birt,0,2,Name,1,Name,2,,,,,,Adjective
birth,0,1405,Noun,1,Noun,1405,,,,,,Adjective
birthday,0,4958,Noun,1,Noun.Name,4941.1,,,,,,Adjective
birthdays,0,154,Noun,1,Noun,153,,,,,,Adjective
birthed,0,12,Verb,0.92,Verb.Adjective,11.1,,,,,,Adjective
birthing,0,28,Adjective,0.54,Adjective.Verb.Noun,14.10.2,,,,,,Adjective
birthmark,0,85,Noun,0.92,Noun.Verb,78.7,,,,,,Adjective
birthmarks,0,7,Noun,0.86,Noun.Verb,6.1,,,,,,Adjective
birthplace,0,41,Noun,1,Noun,41,,,,,,Adjective
birthrate,0,1,Noun,1,Noun,1,,,,,,Adjective
birthright,0,46,Noun,1,Noun,46,,,,,,Adjective
births,0,29,Noun,1,Noun,29,,,,,,Adjective
birthstone,0,6,Noun,1,Noun,6,,,,,,Adjective
bis,0,5,Adverb,1,Adverb,5,,,,,,Adjective
biscuit,0,191,Noun,1,Noun,191,,,,,,Adjective
biscuits,0,167,Noun,0.99,Noun.Name,166.1,,,,,,Adjective
bisect,0,2,Noun,1,Noun,2,,,,,,Adjective
bisected,0,1,Verb,1,Verb,1,,,,,,Adjective
bisecting,0,1,Verb,1,Verb,1,,,,,,Adjective
bisection,0,1,Noun,1,Noun,1,,,,,,Adjective
bisects,0,2,Verb,1,Verb,2,,,,,,Adjective
bisexual,0,54,Adjective,1,Adjective,54,,,,,,Adjective
bisexuality,0,2,Noun,1,Noun,2,,,,,,Adjective
bisexuals,0,5,Noun,0.8,Noun.Name,4.1,,,,,,Adjective
bish,0,17,Noun,0.65,Noun.Verb,11.6,,,,,,Adjective
bishop,0,855,Noun,0.71,Noun.Name,600.251,,,,,,Adjective
bishops,0,41,Noun,0.82,Noun.Name,37.8,,,,,,Adjective
bismarck,0,102,Name,1,Name,102,,,,,,Adjective
bismark,0,2,Noun,0.5,Noun.Name,1.1,,,,,,Adjective
bison,0,17,Noun,1,Noun,14,,,,,,Adjective
bisque,0,20,Noun,1,Noun,20,,,,,,Adjective
bist,0,2,Noun,1,Noun,2,,,,,,Adjective
bistro,0,46,Noun,0.89,Noun.Name,41.5,,,,,,Adjective
bistros,0,1,Noun,1,Noun,1,,,,,,Adjective
bit,0,11987,Noun,0.51,Noun.Adverb.Verb.Name,6057.5284.638.1,,,,,,Adjective
bitartrate,0,1,Verb,1,Verb,1,,,,,,Adjective
bitch,0,8609,Noun,0.93,Noun.Verb.Name,7986.620.3,,,,,,Adjective
bitched,0,12,Verb,1,Verb,12,,,,,,Adjective
bitchery,0,3,Noun,1,Noun,3,,,,,,Adjective
bitches,0,640,Noun,0.95,Noun.Verb,608.34,,,,,,Adjective
bitchier,0,4,Noun,0.5,Noun.Adjective,2.2,,,,,,Adjective
bitchiness,0,1,Noun,1,Noun,1,,,,,,Adjective
bitching,0,95,Verb,0.74,Verb.Noun.Adjective.Name,70.12.10.3,,,,,,Adjective
bitchy,0,64,Adjective,0.54,Adjective.Noun.Name,35.27.3,,,,,,Adjective
bite,0,2080,Verb,0.58,Verb.Noun,1210.869,,,,,,Adjective
biter,0,29,Noun,1,Noun,29,,,,,,Adjective
biters,0,5,Noun,1,Noun,5,,,,,,Adjective
bites,0,280,Noun,0.59,Noun.Verb,166.114,,,,,,Adjective
biting,0,250,Verb,0.76,Verb.Adjective,191.59,,,,,,Adjective
bitmaps,0,1,Noun,1,Noun,1,,,,,,Adjective
bits,0,549,Noun,1,Noun.Verb,548.2,,,,,,Adjective
bitsy,0,45,Adjective,1,Adjective,44,,,,,,Adjective
bitt,0,1,Noun,1,Noun,1,,,,,,Adjective
bitte,0,36,Unclassified,1,Unclassified,36,,,,,,Adjective
bitten,0,188,Verb,1,Verb,188,,,,,,Adjective
bitter,0,568,Adjective,0.98,Adjective.Noun,560.9,,,,,,Adjective
bitterer,0,1,Noun,1,Noun,1,,,,,,Adjective
bitterest,0,4,Adjective,1,Adjective,4,,,,,,Adjective
bitterly,0,39,Adverb,1,Adverb,38,,,,,,Adjective
bittern,0,2,Noun,1,Noun,2,,,,,,Adjective
bitterness,0,72,Noun,1,Noun,72,,,,,,Adjective
bitters,0,18,Noun,1,Noun,18,,,,,,Adjective
bittersweet,0,23,Adjective,1,Adjective,23,,,,,,Adjective
bitting,0,1,Verb,1,Verb,1,,,,,,Adjective
bitty,0,91,Adjective,1,Adjective,89,,,,,,Adjective
bitumen,0,2,Noun,1,Noun,2,,,,,,Adjective
bituminous,0,1,Adjective,1,Adjective,1,,,,,,Adjective
bivalves,0,1,Noun,1,Noun,1,,,,,,Adjective
bivoltine,0,1,Adjective,1,Adjective,1,,,,,,Adjective
bivouac,0,10,Noun,0.7,Noun.Verb,7.3,,,,,,Adjective
bivouacked,0,5,Verb,0.8,Verb.Adjective,4.1,,,,,,Adjective
biweekly,0,6,Adverb,1,Adverb,6,,,,,,Adjective
biz,0,95,Noun,1,Noun,94,,,,,,Adjective
bizarre,0,372,Adjective,1,Adjective,373,,,,,,Adjective
bizarrely,0,6,Adverb,1,Adverb,6,,,,,,Adjective
bizet,0,5,Name,0.8,Name.Verb,4.1,,,,,,Adjective
bk,0,1,Noun,1,Noun,1,,,,,,Adjective
bl,0,13,Unclassified,1,Unclassified,8,,,,,,Adjective
blab,0,29,Verb,0.97,Verb.Noun,28.1,,,,,,Adjective
blabbed,0,12,Verb,1,Verb,12,,,,,,Adjective
blabber,0,8,Verb,0.63,Verb.Noun,5.3,,,,,,Adjective
blabbering,0,14,Verb,0.93,Verb.Noun,13.1,,,,,,Adjective
blabbermouth,0,28,Noun,1,Noun,27,,,,,,Adjective
blabbers,0,1,Noun,1,Noun,1,,,,,,Adjective
blabbing,0,39,Verb,0.92,Verb.Noun,36.3,,,,,,Adjective
blabs,0,4,Verb,0.75,Verb.Noun,3.1,,,,,,Adjective
black,0,8565,Adjective,0.94,Adjective.Name.Noun.Verb,8010.259.228.57,,,,,,Adjective
blackball,0,8,Noun,1,Noun,8,,,,,,Adjective
blackballed,0,16,Verb,1,Verb,16,,,,,,Adjective
blackballing,0,3,Verb,1,Verb,3,,,,,,Adjective
blackballs,0,1,Noun,1,Noun,1,,,,,,Adjective
blackberries,0,12,Noun,1,Noun,12,,,,,,Adjective
blackberry,0,38,Noun,1,Noun,38,,,,,,Adjective
blackbird,0,42,Noun,0.95,Noun.Name,40.2,,,,,,Adjective
blackbirds,0,10,Noun,1,Noun,10,,,,,,Adjective
blackboard,0,60,Noun,0.98,Noun.Name,58.1,,,,,,Adjective
blackboards,0,5,Noun,1,Noun,5,,,,,,Adjective
blackcurrant,0,1,Noun,1,Noun,1,,,,,,Adjective
blacked,0,112,Verb,0.98,Verb.Adjective,110.2,,,,,,Adjective
blacken,0,20,Verb,1,Verb,20,,,,,,Adjective
